id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordedByID,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
21184295,ANHC,,,PreservedSpecimen,,ANHC002996,"ANHC Acc#: 001945",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Brent Baker",4/20/2011,,synonym,,,,"George Johnson",,"William Shepherd",,,1991,,,,,,"About 300+ plants. Only third known location for plants since E.J. Palmer's discovery on Magazine Mountain in Logan County in 1923.",,,"Ranging from 1-5 m in height. Leaves very maple-like.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, habitat",,,,fruit,,0,,,,,,"Herbarium Sheet 1 of 1.","United States",Arkansas,Sebastian,,,,1,,,,,,,,,,,,,,,,,,,English,"Brent Baker","2020-07-29 06:50:52",1649,270,urn:uuid:0bc46e8b-57a7-4e20-9597-e7164c7d4048,https://vplants.org:443/portal/collections/individual/index.php?occid=21184295
21184296,ANHC,,,PreservedSpecimen,,ANHC002997,"ANHC Acc#: 001946",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"David Williams",6/20/2002,,,,,,"David Williams",,,,,2002,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber",,,,sterile,,0,,,,,,"Herbarium Sheet 1 of 1.","United States",Arkansas,Sebastian,,,,1,,,,,,,,,,,,,,,,,,,English,"Brent Baker","2019-02-26 13:35:52",1650,270,urn:uuid:5ede15bb-8a76-4f2b-b71d-14d12d569e06,https://vplants.org:443/portal/collections/individual/index.php?occid=21184296
21184301,ANHC,,,PreservedSpecimen,,ANHC008698,"ANHC Acc#: 008263",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Theo Witsell",7/9/2013,,,,,,"Theo Witsell",,,,,2013,,,,,,"Four individuals observed. More trees downslope to N above bluffline.",,,"Shrubby trees with several trunks.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, habitat",,,,sterile,,0,,,,,,"Herbarium Sheet 2 of 2.","United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,English,"Theo Witsell","2019-02-26 13:35:52",30898,270,urn:uuid:a2d4054e-ee60-43a9-ada6-ee047b4912f4,https://vplants.org:443/portal/collections/individual/index.php?occid=21184301
21184302,ANHC,,,PreservedSpecimen,,ANHC008699,"ANHC Acc#: 008263",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Theo Witsell",7/9/2013,,,,,,"Theo Witsell",,,,,2013,,,,,,"Four individuals observed. More trees downslope to N above bluffline.",,,"Shrubby trees with several trunks.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, habitat",,,,sterile,,0,,,,,,"Herbarium Sheet 1 of 2.","United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,English,"Theo Witsell","2019-02-26 13:35:52",20461,270,urn:uuid:578ef609-3b44-43f0-9700-f29113ff86bf,https://vplants.org:443/portal/collections/individual/index.php?occid=21184302
24510342,ANHC,,,PreservedSpecimen,,ANHC014580,"ANHC Acc#: 013805",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Lisa Hlass",10/28/1981,,,,,,"Lisa Hlass",,,,,1981,,,,,,"Original label data used the synonym Quercus shumardii var. acerifolia (Brent Baker, October 2019).",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality",,,,sterile,,0,,,,,,"Herbarium Sheet 1 of 1.","United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,English,"Angela S. Corlett","2020-02-03 06:45:30",38532,270,urn:uuid:0473446d-a744-4553-8384-cc88b1c31e61,https://vplants.org:443/portal/collections/individual/index.php?occid=24510342
10305174,HXC,,,PreservedSpecimen,128f493f-753b-4c3d-9ce7-d13b20e7a07d,HXC005258,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,willyard,"2016-06-29 13:34:37",,300,urn:uuid:128f493f-753b-4c3d-9ce7-d13b20e7a07d,https://vplants.org:443/portal/collections/individual/index.php?occid=10305174
10305183,HXC,,,PreservedSpecimen,337d14d4-0070-4bae-9fc1-29cd8b1d2b3d,HXC005257,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,willyard,"2016-06-29 13:34:37",,300,urn:uuid:337d14d4-0070-4bae-9fc1-29cd8b1d2b3d,https://vplants.org:443/portal/collections/individual/index.php?occid=10305183
10305192,HXC,,,PreservedSpecimen,149c4e2c-3102-422a-8765-cc32ff00fad3,HXC005280,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,willyard,"2016-06-29 13:34:37",,300,urn:uuid:149c4e2c-3102-422a-8765-cc32ff00fad3,https://vplants.org:443/portal/collections/individual/index.php?occid=10305192
10305201,HXC,,,PreservedSpecimen,174399a7-c29b-4c77-adbb-a92ed20c4496,HXC005279,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,willyard,"2016-06-29 13:34:37",,300,urn:uuid:174399a7-c29b-4c77-adbb-a92ed20c4496,https://vplants.org:443/portal/collections/individual/index.php?occid=10305201
12538741,TENN,,,PreservedSpecimen,2b3ea999-3cdf-4567-ac67-bb9cf98b6767,TENN-V-0081637,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2016-11-19 03:42:06",,312,urn:uuid:2b3ea999-3cdf-4567-ac67-bb9cf98b6767,https://vplants.org:443/portal/collections/individual/index.php?occid=12538741
12538742,TENN,,,PreservedSpecimen,6d6355a1-c769-4b1d-a2b7-b87313a127f8,TENN-V-0081638,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",California,"San Mateo",,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:6d6355a1-c769-4b1d-a2b7-b87313a127f8,https://vplants.org:443/portal/collections/individual/index.php?occid=12538742
16526766,MOAR,,,PreservedSpecimen,9a8680d6-dde2-44af-84b0-75df7e26732e,MOAR0013189,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,"MOAR filed-as name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,320,urn:uuid:9a8680d6-dde2-44af-84b0-75df7e26732e,https://vplants.org:443/portal/collections/individual/index.php?occid=16526766
16526767,MOAR,,,PreservedSpecimen,99f896a8-c340-4e13-af87-4a96d2c7b13e,MOAR0013190,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,"MOAR filed-as name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,320,urn:uuid:99f896a8-c340-4e13-af87-4a96d2c7b13e,https://vplants.org:443/portal/collections/individual/index.php?occid=16526767
20508401,MOAR,,,PreservedSpecimen,74b5c939-b021-44ee-ba4a-451f120a7fd6,,2014-223,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,"2014 Ozark Mts Plant Exploration Trip",,,,,2014,,,,,,,,,"silica-dried leaves and herbarium specimens collected from 1 multi-stemmed tree 12' tall, 3"" DBH largest stem, bark gray, slightly fissured, leaves alternate, variable lobing but generally with 4-6 lobes, equally long as wide 5x5"", no fruit. Trees scattered throughout but nowhere abundant",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, decimalLatitude, decimalLongitude, habitat",,,"Amelanchier, Carya glabra, Chionanthus virginicus, Juniperus virginiana, Philadelphus pubescens, Ptelea trifoliata, Quercus marilandica, Quercus stellata, Quercus shumardii",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-01-10 11:38:18",,320,urn:uuid:74b5c939-b021-44ee-ba4a-451f120a7fd6,https://vplants.org:443/portal/collections/individual/index.php?occid=20508401
20508402,MOAR,,,PreservedSpecimen,fd88398d-61ab-4b4c-a82d-fd910023580a,,2014-224,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,,,,,,,,"2014 Ozark Mts Plant Exploration Trip",,,,,2014,,,,,,,,,"3 seeds collected from 1 multi-stemmed tree 10' tall, 4"" DBH largest stem, bark gray, slightly fissured, leaves alternate, variable lobing but generally with 4-6 lobes, equally long as wide 5x5"", fruit acorn, ~1/2-3/4"" long, cupule covering 1/4 of acorn. Trees scattered throughout but nowhere abundant",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, decimalLatitude, decimalLongitude, habitat",,,"Amelanchier, Carya glabra, Chionanthus virginicus, Juniperus virginiana, Philadelphus pubescens, Ptelea trifoliata, Quercus marilandica, Quercus stellata, Quercus shumardii",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-01-10 11:38:18",,320,urn:uuid:fd88398d-61ab-4b4c-a82d-fd910023580a,https://vplants.org:443/portal/collections/individual/index.php?occid=20508402
11042194,UCAC,,,PreservedSpecimen,e52b4195-ca95-4fc5-b6c6-524606ed0265,UCA006441,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Donald E. Culwell",,,,,1988,,,,,,Scattered.,,,"Trees about 30' tall.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,"Carya tomentosa, Quercus stellata, Juniperus virginiana, Amelanchier",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:16:44",,321,urn:uuid:e52b4195-ca95-4fc5-b6c6-524606ed0265,https://vplants.org:443/portal/collections/individual/index.php?occid=11042194
11042205,UCAC,,,PreservedSpecimen,399604ef-16a2-4a24-900b-3c187320d819,UCA006442,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jonathan Earl",,,,,1978,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 13:32:15",,321,urn:uuid:399604ef-16a2-4a24-900b-3c187320d819,https://vplants.org:443/portal/collections/individual/index.php?occid=11042205
11042218,UCAC,,,PreservedSpecimen,4afbbc00-c43f-4c97-8f91-437773725a98,UCA006443,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jonathan Earl",,,,,1978,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 13:32:44",,321,urn:uuid:4afbbc00-c43f-4c97-8f91-437773725a98,https://vplants.org:443/portal/collections/individual/index.php?occid=11042218
11042225,UCAC,,,PreservedSpecimen,9351b4e6-6f84-49d5-ac44-88588034d588,UCA006444,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Brent Baker",2005,,,,,,"Donald E. Culwell",,,,,1996,,,,,,,,,"Small tree, 10' tall, 2"" DBH.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:11:11",,321,urn:uuid:9351b4e6-6f84-49d5-ac44-88588034d588,https://vplants.org:443/portal/collections/individual/index.php?occid=11042225
11042230,UCAC,,,PreservedSpecimen,a79d3502-c95c-4d9b-93d8-94bee1e5fff9,UCA006445,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jonathan Earl",,,,,1978,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 13:33:10",,321,urn:uuid:a79d3502-c95c-4d9b-93d8-94bee1e5fff9,https://vplants.org:443/portal/collections/individual/index.php?occid=11042230
11042237,UCAC,,,PreservedSpecimen,9caf0e23-c845-481c-97a8-b7be131bebe4,UCA006446,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jonathan Earl",,,,,1978,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 13:33:39",,321,urn:uuid:9caf0e23-c845-481c-97a8-b7be131bebe4,https://vplants.org:443/portal/collections/individual/index.php?occid=11042237
11042247,UCAC,,,PreservedSpecimen,f7aa6b1c-b491-4065-821a-a7287f6e8b89,UCA006447,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Donald E. Culwell",,,,,1988,,,,,,Scattered.,,,"Trees about 30' tall.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,"Carya tomentosa, Quercus stellata, Juniperus virginiana, Amelanchier",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:17:10",,321,urn:uuid:f7aa6b1c-b491-4065-821a-a7287f6e8b89,https://vplants.org:443/portal/collections/individual/index.php?occid=11042247
11042258,UCAC,,,PreservedSpecimen,a2e850cf-3876-40e4-b40c-bb142b118261,UCA006448,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Donald E. Culwell",,,,,1988,,,,,,Scattered.,,,"Trees about 30' tall.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,"Carya tomentosa, Quercus stellata, Juniperus virginiana, Amelanchier",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:17:20",,321,urn:uuid:a2e850cf-3876-40e4-b40c-bb142b118261,https://vplants.org:443/portal/collections/individual/index.php?occid=11042258
11042265,UCAC,,,PreservedSpecimen,9a59dcbb-5f24-436f-b830-8262e2fd14d2,UCA006449,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Donald E. Culwell",,,,,1988,,,,,,Scattered.,,,"Trees about 30' tall.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,"Carya tomentosa, Quercus stellata, Juniperus virginiana, Amelanchier",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:17:31",,321,urn:uuid:9a59dcbb-5f24-436f-b830-8262e2fd14d2,https://vplants.org:443/portal/collections/individual/index.php?occid=11042265
11042273,UCAC,,,PreservedSpecimen,689353bf-345a-4a43-bb5c-36b847767e46,UCA006450,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jewel E. Moore",,,,,1946,,,,,,,,,,,"field values redacted: eventDate, month, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 14:57:39",,321,urn:uuid:689353bf-345a-4a43-bb5c-36b847767e46,https://vplants.org:443/portal/collections/individual/index.php?occid=11042273
11042276,UCAC,,,PreservedSpecimen,ec4b7904-6cdb-4a3e-8fdf-77066a6fed3e,UCA006451,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"J. R. Earl",,,,,1977,,,,,,,,,"Height 20'.",,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,"Quercus, Carya, Acer, Aster",,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 13:31:18",,321,urn:uuid:ec4b7904-6cdb-4a3e-8fdf-77066a6fed3e,https://vplants.org:443/portal/collections/individual/index.php?occid=11042276
11042279,UCAC,,,PreservedSpecimen,fd3b755e-a52c-498b-8982-13b4584445d4,UCA006452,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Jewel E. Moore",2001,,,,,,"Jewel E. Moore",,,,,1948,,,,,,,,,,,"field values redacted: eventDate, month, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,sclark,"2021-02-14 12:38:55",,321,urn:uuid:fd3b755e-a52c-498b-8982-13b4584445d4,https://vplants.org:443/portal/collections/individual/index.php?occid=11042279
22473054,KANU,,,PreservedSpecimen,0274f0d8-ba8b-11e3-8cfe-90b11c41863e,274129,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Ronald L McGregor",,,,,,,"Delzie Demaree",,,,,1955,,,,,,"6 in DBH.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,,"2012-12-11 02:00:35",0274f0d8-ba8b-11e3-8cfe-90b11c41863e,455,urn:uuid:bb018182-b4ee-4b52-a7e7-424aad488289,https://vplants.org:443/portal/collections/individual/index.php?occid=22473054
22518176,KANU,,,PreservedSpecimen,04ae07ea-ba8b-11e3-8cfe-90b11c41863e,274128,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Ronald L McGregor",,,,,,,"Delzie Demaree",,,,,1960,,,,,,"5 in DBH. 10 ft tall. Very local.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,,"2014-11-09 10:16:57",04ae07ea-ba8b-11e3-8cfe-90b11c41863e,455,urn:uuid:3d3e589d-91b0-4f06-ae5c-c695c69acdad,https://vplants.org:443/portal/collections/individual/index.php?occid=22518176
22681681,KANU,,,PreservedSpecimen,0d21521e-ba8b-11e3-8cfe-90b11c41863e,274130,,Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus acerifolia",97522,"(Palmer) Stoynoff & Hess",Quercus,acerifolia,,,"Ronald L McGregor",,,,,,,"Delzie Demaree",,,,,1958,,,,,,"6 in DBH.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,,,,,,,,"United States",Arkansas,Logan,,,,1,,,,,,,,,,,,,,,,,,,en,,"2012-12-11 01:59:41",0d21521e-ba8b-11e3-8cfe-90b11c41863e,455,urn:uuid:087e511d-85ab-4da4-b4de-891456f26831,https://vplants.org:443/portal/collections/individual/index.php?occid=22681681
